contest_group_id,contest_name,choice,choice_party,sum
5,SWAIN COUNTY BOARD OF EDUCATION,Lambert G. Wilson,DEM,3636
1,SCOTLAND COUNTY REGISTER OF DEEDS,L. Page Pratt III,DEM,9136
1,HAYWOOD COUNTY BOARD OF COMMISSIONERS,L. Kevin Ensley,REP,16011
6,MCDOWELL COUNTY BOARD OF EDUCATION OLD FORT,L. Deon Lytle,,1316
1320,NC DISTRICT COURT JUDGE DISTRICT 22A (GRAHAM),L. Dale Graham,,64448
3,PERQUIMANS COUNTY BOARD OF COMMISSIONERS,Kyle Jones,REP,2543
1166,NC HOUSE OF REPRESENTATIVES DISTRICT 091,Kyle Hall,REP,24639
1369,DISTRICT ATTORNEY DISTRICT 16A,Kristy McMillan Newton,DEM,23067
4,DAVIDSON COUNTY BOARD OF EDUCATION,Kristie Bonnett,,20541
3,GUILFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Kirk Perkins,DEM,16331
9,LEE COUNTY BOARD OF COMMISSIONERS AT-LARGE,Kirk D. Smith,REP,9871
8,HARNETT COUNTY REGISTER OF DEEDS,Kimberly S. Hargrove,DEM,30734
11,TOWN OF PILOT MOUNTAIN COMMISSIONER,Kimberly Quinn,,365
1362,NC DISTRICT COURT JUDGE DISTRICT 30 (SELLERS),Kimberly N. Carpenter,,35809
5,MARTIN COUNTY REGISTER OF DEEDS,Kimberly J. Griffin,DEM,8793
1343,NC DISTRICT COURT JUDGE DISTRICT 26 (BEST-STATON),Kimberly Best-Staton,,286855
3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kim Lewis (Write-In),,14
1130,NC HOUSE OF REPRESENTATIVES DISTRICT 055,Kim Hargett,DEM,13719
4,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 5,Kim Fink,,13799
13,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 6,Khem Denise Irby,DEM,14960
3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kezia Graham Workman,,18203
3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kevin Wilson (Write-In),,5
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kevin T. Brown (Write-In),,6
2,NEW HANOVER COUNTY BOARD OF EDUCATION,Kevin Spears,DEM,43756
10,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kevin Mauney,,31350
1209,NC SUPERIOR COURT JUDGE DISTRICT 20A,Kevin Marc Bridges,,21356
5,CAMDEN COUNTY BOARD OF EDUCATION,Kevin Heath,,2441
9,LEE COUNTY BOARD OF COMMISSIONERS AT-LARGE,Kevin Craig Dodson,REP,11321
1195,NC HOUSE OF REPRESENTATIVES DISTRICT 120,Kevin Corbin,REP,29047
6,POLK COUNTY BOARD OF EDUCATION WHITE OAK TOWNSHIP,Kevin C. Seay,,2885
8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kevin Britt (Write-In),,9
5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kevin Briggs,,40021
2,ROCKINGHAM COUNTY BOARD OF COMMISSIONERS,Kevin Berger,REP,23176
1,YADKIN COUNTY BOARD OF COMMISSIONERS,Kevin Austin,REP,12336
2,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT II,Kerry Archer,DEM,3850
5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kent Herman,,8798
1398,NC SUPERIOR COURT JUDGE DISTRICT 5B,Kent Harrell,,22819
3,STOKES COUNTY BOARD OF EDUCATION,Kent Bennett (Write-In),,6
13,RANDOLPH COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Kenny Kidd,REP,52253
4,DAVIDSON COUNTY BOARD OF EDUCATION,Kenny Carrick (Write-In),,1
4,YANCEY COUNTY BOARD OF COMMISSIONERS,Kenneth Winters,DEM,3235
2,RICHMOND COUNTY BOARD OF COMMISSIONERS,Kenneth R. Robinette,UNA,8117
6,SWAIN COUNTY BOARD OF COMMISSIONERS,Kenneth Leonard Parton,REP,2990
1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kenneth Harrell (Write-In),,20
2,MARTIN COUNTY BOARD OF EDUCATION DISTRICT 3,Kenneth Harrell,,1354
1,WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Kenneth (Kenn) Gardner,REP,220326
3,DUPLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Kennedy (Kenn) Thompson,UNA,2595
6,ALAMANCE COUNTY BOARD OF COMMISSIONERS (UNEXPIRED TERM),Kendal McBroom,DEM,27883
2,MITCHELL COUNTY BOARD OF COMMISSIONERS,Ken W. Hollifield,REP,4128
4,BLADEN COUNTY BOARD OF COMMISSIONERS DISTRICT 3,"Ken Register, Jr.",DEM,2534
3,COUNTY BOARD OF  COMMISSIONERS DISTRICT 5,Ken Heath,REP,1238
1141,NC HOUSE OF REPRESENTATIVES DISTRICT 066,Ken Goodman,DEM,23396
1185,NC HOUSE OF REPRESENTATIVES DISTRICT 110,Kelly Hastings,REP,24931
1182,NC HOUSE OF REPRESENTATIVES DISTRICT 107,Kelly Alexander,DEM,34305
1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kelley Smith (Write-In),,9
1,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT I,Keith Wood,DEM,4145
14,WAKE COUNTY BOARD OF EDUCATION DISTRICT 4,Keith Sutton,,28660
6,MITCHELL COUNTY BOARD OF COMMISSIONERS (UNEXPIRED TERM),Keith Holtsclaw,REP,5743
1,GRAHAM COUNTY BOARD OF COMMISSIONERS,Keith Eller,REP,2772
4,JOHNSTON COUNTY BOARD OF COMMISSIONERS DISTRICT 6,Keith Branch,REP,61408
2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Keisha Villatoro,,19567
5,HAYWOOD COUNTY BOARD OF EDUCATION WAYNESVILLE DISTRICT,Kay Miller,,8460
1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kay Brown (Write-In),,5
2,STOKES COUNTY REGISTER OF DEEDS,Kathy Young,REP,19063
2,GRANVILLE COUNTY REGISTER OF DEEDS,Kathy M. Taylor,DEM,20287
1,REGISTER OF DEEDS,Kathy Laws,REP,6478
6,UNION COUNTY BOARD OF EDUCATION DISTRICT 6 (UNEXPIRED TERM),Kathy Heintel,,15633
1068,NC STATE SENATE DISTRICT 43,Kathy Harrington,REP,65054
11,WAYNE COUNTY BOARD OF EDUCATION DISTRICT 2,Kathy Best (Write-In),,4
1286,NC DISTRICT COURT JUDGE DISTRICT 15A (OVERBY),Kathryn (Katie) Whitaker Overby,,47592
9,PASQUOTANK COUNTY CLERK OF SUPERIOR COURT (UNEXPIRED TERM),Katherine (Kathy) Cartwright,DEM,13274
6,MOUNT AIRY CITY SCHOOLS BOARD OF EDUCATION DISTRICT C,Kate Appler,,3859
5,BEAUFORT COUNTY BOARD OF EDUCATION DISTRICT 5,Kate A. Phelps,,585
5,MACON COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Karl E. Gillespie,REP,10623
2,ROCKINGHAM COUNTY BOARD OF COMMISSIONERS,Karen Tucker (Write-In),,1883
6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Karen Renee Anderson,,18674
290005,HANDY SANITARY DISTRICT SUPERVISOR,Karen Nash (Write-In),,6
5,CHATHAM COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Karen Howard,DEM,20481
6,ALLEGHANY COUNTY BOARD OF COMMISSIONERS,Karen Gambill Leys,DEM,2044
1340,NC DISTRICT COURT JUDGE DISTRICT 26 (EADY-WILLIAMS),Karen Eady-Williams,,262506
6,SCOTLAND COUNTY BOARD OF EDUCATION STEWARTSVILLE,Karen Ackwood-James,,3600
1224,NC DISTRICT COURT JUDGE DISTRICT 03B (ALEXANDER),Karen A. Alexander,,62338
8,WHITEVILLE CITY SCHOOLS BOARD OF EDUCATION DISTRICT 3,Kandle McKeel Rogers,,1483
1,COLUMBUS COUNTY REGISTER OF DEEDS,Kandance H. Bullock,DEM,17560
1351,NC DISTRICT COURT JUDGE DISTRICT 27B (BLACK),K. Dean Black,,54255
1142,NC HOUSE OF REPRESENTATIVES DISTRICT 067,Justin P. Burr,REP,20421
4,DAVIDSON COUNTY BOARD OF EDUCATION,Justin Millner (Write-In),,1
5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Justin Miller (Write-In),,5
1354,NC DISTRICT COURT JUDGE DISTRICT 27B (SHUFORD),Justin K. Brackett,,35900
9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Justin Garton (Write-In),,5
1176,NC HOUSE OF REPRESENTATIVES DISTRICT 101,Justin Dunn,REP,8691
2,DAVIE COUNTY BOARD OF COMMISSIONERS,Justin Draughn,UNA,8487
11,COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 5,Junior Dew,,13259
1021,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,June Atkinson,DEM,2231903
9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Julie Ohlhaut (Write-In),,6
16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Julie Higgins (Write-In),,9
1154,NC HOUSE OF REPRESENTATIVES DISTRICT 079,Julia Craven Howard,REP,31255
1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS,Julia Boseman,DEM,49030
3,ELKIN CITY SCHOOLS BOARD OF EDUCATION EAST DISTRICT,Judy Walker,,1534
1,WAYNE COUNTY REGISTER OF DEEDS,Judy Harrison,DEM,34281
1294,NC DISTRICT COURT JUDGE DISTRICT 16B (DANIELS),Judith Milsap Daniels,,28996
1065,NC STATE SENATE DISTRICT 40,Joyce Waddell,DEM,61481
8,PASQUOTANK COUNTY REGISTER OF DEEDS,Joyce W. (Joy) Pritchard,DEM,13135
1056,NC STATE SENATE DISTRICT 31,Joyce Krawiec,REP,83599
16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Josiah Upper (Write-In),,28
3,ROWAN-SALISBURY BOARD OF EDUCATION SEAT 3,Joshua Wagner,,26846
1332,NC DISTRICT COURT JUDGE DISTRICT 24 (EGGERS-GRYDER),Joshua J. (Josh) Teague,,26656
1394,NC SUPERIOR COURT JUDGE DISTRICT 3B,Josh Willey,,39762
1022,NC ATTORNEY GENERAL,Josh Stein,DEM,2303619
4,DAVIDSON COUNTY BOARD OF EDUCATION,Josh Smith (Write-In),,1
6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Josh Phelps (Write-In),,81
4,DAVIDSON COUNTY BOARD OF EDUCATION,Josh M. Nifong,,10608
1,HENDERSON COUNTY BOARD OF EDUCATION,Josh Houston,,22887
1160,NC HOUSE OF REPRESENTATIVES DISTRICT 085,Josh Dobson,REP,29064
1384,US HOUSE OF REPRESENTATIVES DISTRICT 5,Josh Brannon,DEM,147887
3,PERQUIMANS COUNTY BOARD OF COMMISSIONERS,Joseph W. Hoffler,DEM,1082
8,UNION COUNTY  BOARD OF EDUCATION DISTRICT 5,Joseph Morreale,,9466
5,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 7,Joseph L. Walton,,14905
1316,NC DISTRICT COURT JUDGE DISTRICT 20C (WILLIAMS),Joseph J. Williams,,63464
2,BOARD OF EDUCATION DISTRICT 6,Joseph Gilreath,,752
2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,"Joseph (Joe) Neill Howell, Jr.",,20842
1374,NC SUPERIOR COURT JUDGE DISTRICT 21C,Jonathan Scott Dills,,15713
1066,NC STATE SENATE DISTRICT 41,Jonathan Hudson,DEM,41453
3,MACON COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jonathan D. Anderson,,4989
1168,NC HOUSE OF REPRESENTATIVES DISTRICT 093,Jonathan C. Jordan,REP,21910
1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS,"Jonathan Barfield, Jr.",DEM,49452
7,LENOIR COUNTY BOARD OF EDUCATION DISTRICT 3,Jon Sargeant,DEM,4476
7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jon Nance,,25544
1134,NC HOUSE OF REPRESENTATIVES DISTRICT 059,Jon Hardister,REP,28980
4,EDGECOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Jon Felton,DEM,2625
1128,NC HOUSE OF REPRESENTATIVES DISTRICT 053,Jon Blum,DEM,12678
6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Johnny Shields,,10767
2,CLEVELAND COUNTY BOARD OF COMMISSIONERS,Johnny Hutchins,REP,25192
2,GATES COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Johnny Dwayne Wiggins,REP,1983
860006,TOWN OF ELKIN MAYOR,Johnny Blevins (Write-In),,5
5,BURKE COUNTY  BOARD OF COMMISSIONERS,Johnnie Carswell,REP,20315
860001,TOWN OF ELKIN COMMISSIONER,John Worth Wiles,,502
10,WATAUGA COUNTY BOARD OF COMMISSIONERS DISTRICT 2,John Welch,DEM,15447
1159,NC HOUSE OF REPRESENTATIVES DISTRICT 084,John Wayne Kahl,DEM,11266
1302,NC DISTRICT COURT JUDGE DISTRICT 09 (DAVIS),John W. Davis,,47060
6,ALLEGHANY COUNTY BOARD OF COMMISSIONERS,"John Ulus Irwin, Jr.",REP,2746
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John Tunstall (Write-In),,6
2,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 4,John Trent,UNA,4580
1049,NC STATE SENATE DISTRICT 24,John Thorpe,DEM,33456
2,SCOTLAND COUNTY BOARD OF COMMISSIONERS LAUREL HILL,John T. Alford,DEM,9238
7,LEE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John T. (Tommy) Dalrymple,,17323
1120,NC HOUSE OF REPRESENTATIVES DISTRICT 045,John Szoka,REP,23495
1301,NC DISTRICT COURT JUDGE DISTRICT 18 (FOSTER),John Stone,,71845
3,AVERY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John Stewart (Write-In),,13
4,YANCEY COUNTY BOARD OF COMMISSIONERS,John Stallings,DEM,4226
9,ANSON COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John Springer,,6289
1126,NC HOUSE OF REPRESENTATIVES DISTRICT 051,John Sauls,REP,17904
1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John R. Gray,,14304
1173,NC HOUSE OF REPRESENTATIVES DISTRICT 098,John R. Bradford III,REP,25428
1085,NC HOUSE OF REPRESENTATIVES DISTRICT 010,John R. Bell,REP,26440
1381,US HOUSE OF REPRESENTATIVES DISTRICT 2,John P. McNeil,DEM,169082
16,WAKE COUNTY BOARD OF EDUCATION DISTRICT 6,John Odom (Write-In),,27
3,WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 6,John Odom,REP,216272
4,AVERY COUNTY CORONER,John Millan,REP,5266
4,FRANKLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 3,John May,DEM,2900
5,RUTHERFORD COUNTY BOARD OF EDUCATION DISTRICT 2,John Mark Bennett,DEM,19711
5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John M. Griffin,,4838
1242,NC DISTRICT COURT JUDGE DISTRICT 07 (BRITT),John M. Britt,,76273
1137,NC HOUSE OF REPRESENTATIVES DISTRICT 062,John M. Blust,REP,32010
9,WINSTON SALEM CITY COUNCIL - SOUTH WARD,John Larson,DEM,9832
1347,NC DISTRICT COURT JUDGE DISTRICT 27A (GREENLEE),John K. Greenlee,,56943
1243,NC DISTRICT COURT JUDGE DISTRICT 07 (COVOLO),John J. Covolo,,71365
1255,NC DISTRICT COURT JUDGE DISTRICT 09A (GENTRY),John Hoyte (J.) Stultz III,,14684
1,BRUNSWICK COUNTY REGISTER OF DEEDS,John Holleman,DEM,20454
12,FORSYTH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John Gladman,,35353
2,RICHMOND COUNTY BOARD OF COMMISSIONERS,John Garner,DEM,8333
1136,NC HOUSE OF REPRESENTATIVES DISTRICT 061,John Faircloth,REP,31767
1,VANCE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,"John F. Watkins, Jr.",REP,1162
1,GRAHAM COUNTY BOARD OF COMMISSIONERS,John D. Lovin,DEM,2179
10,HERTFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 1,John D. Horton,DEM,7524
1,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT I,John Coffey,DEM,3213
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John Cala (Write-In),,8
2,DARE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,"John C. Towler, Jr.",DEM,7728
4,WAYNE COUNTY BOARD OF COMMISSIONERS DISTRICT 3,John Bell,DEM,7223
1175,NC HOUSE OF REPRESENTATIVES DISTRICT 100,John Autry,DEM,25736
1040,NC STATE SENATE DISTRICT 15,John Alexander,REP,58999
1190,NC HOUSE OF REPRESENTATIVES DISTRICT 115,John Ager,DEM,25257
1183,NC HOUSE OF REPRESENTATIVES DISTRICT 108,John A. Torbett,REP,24636
1170,NC HOUSE OF REPRESENTATIVES DISTRICT 095,John A. Fraley,REP,33298
6,RUTHERFORD COUNTY BOARD OF EDUCATION DISTRICT 3,Joey Brandle,REP,18453
1063,NC STATE SENATE DISTRICT 38,Joel Ford,DEM,67059
1194,NC HOUSE OF REPRESENTATIVES DISTRICT 119,Joe Sam Queen,DEM,17480
1077,NC HOUSE OF REPRESENTATIVES DISTRICT 002,Joe Parrish,DEM,14775
3,HARNETT COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Joe Miller,REP,5419
1115,NC HOUSE OF REPRESENTATIVES DISTRICT 040,Joe John,DEM,23786
5,WAYNE COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Joe Gurley,REP,7018
7,WAYNE COUNTY BOARD OF COMMISSIONERS DISTRICT 6,Joe Daughtery,REP,5820
1211,NC SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,69152
6,BUNCOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Joe Belcher,REP,22855
10,ANSON COUNTY REGISTER OF DEEDS,Joanne S. Huntley,DEM,8497
3,CITY OF WINSTON SALEM MAYOR,Joanne (Jo) Allen (Write-In),,3167
9,CHOWAN COUNTY BOARD OF EDUCATION DISTRICT 3,Joan Hoggard White,,1408
2,PERSON COUNTY BOARD OF EDUCATION AT LARGE,Joan E. Hodges,,5088
1,STOKES COUNTY BOARD OF COMMISSIONERS,Jimmy Walker,REP,11576
1273,NC DISTRICT COURT JUDGE DISTRICT 11 (LOVE),"Jimmy L. Love, Jr.",,87364
1,CUMBERLAND COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Jimmy Keefe,DEM,35920
2,CARTERET COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Jimmy Farrington,REP,28448
1079,NC HOUSE OF REPRESENTATIVES DISTRICT 004,Jimmy Dixon,REP,24646
2,RICHMOND COUNTY BOARD OF COMMISSIONERS,Jimmy Capps,DEM,9244
3,PERSON COUNTY BOARD OF COMMISSIONERS,Jimmy B. Clayton,DEM,10214
5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jim Todd (Write-In),,23
2,MECKLENBURG COUNTY COMMISSIONER DISTRICT 1,Jim Puckett,REP,54806
9,MONTGOMERY COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Jim Matheny,REP,3773
13,WAKE COUNTY BOARD OF EDUCATION DISTRICT 3,Jim Martin (Write-In),,7
15,WAKE COUNTY BOARD OF EDUCATION DISTRICT 5,Jim Martin,,30269
3,GRAHAM COUNTY BOARD OF EDUCATION,Jim Hyde,DEM,1244
4,YANCEY COUNTY BOARD OF COMMISSIONERS,Jim Edwards,DEM,3891
1075,NC STATE SENATE DISTRICT 50,Jim Davis,REP,59028
9,MACON COUNTY BOARD OF EDUCATION DISTRICT 4,Jim Breedlove,,12570
1058,NC STATE SENATE DISTRICT 33,Jim Beall Graham,DEM,23809
1119,NC HOUSE OF REPRESENTATIVES DISTRICT 044,Jim Arp,REP,15086
1001,US PRESIDENT,JIll Stein (Write-In),,11
1001,US PRESIDENT,Jill Stein (Write-In),,12094
4,DUPLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Jessie Ladson,DEM,2230
7,STANLY COUNTY BOARD OF EDUCATION AT-LARGE,Jessica Smith Holt,UNA,10601
5,DUPLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Jesse Dowe,DEM,2868
1054,NC STATE SENATE DISTRICT 29,Jerry W. Tillman,REP,71648
3,AVERY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jerry Moody (Write-In),,6
5,SWAIN COUNTY BOARD OF EDUCATION,Jerry McKinney,DEM,3547
5,ROBESON COUNTY BOARD OF COMMISSIONERS DISTRICT 1,"Jerry L. Stephens, Sr.",DEM,3496
2,BEAUFORT COUNTY BOARD OF COMMISSIONERS,Jerry Evans,REP,3323
2,BEAUFORT COUNTY BOARD OF COMMISSIONERS,Jerry E. Langley,DEM,4509
3,UNION COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jerry Davis,,71374
1158,NC HOUSE OF REPRESENTATIVES DISTRICT 083,Jeremy Hachen,DEM,13407
1,MECKLENBURG COUNTY COMMISSI0NER AT-LARGE,Jeremy Brasch,REP,188037
4,CASWELL COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Jeremiah Jefferies,DEM,1783
4,DAVIDSON COUNTY BOARD OF EDUCATION,Jenny Ball,,12515
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jennifer Wadsworth (Write-In),,8
2,COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Jennifer Sanders Spain,DEM,706
1,BEAUFORT COUNTY REGISTER OF DEEDS,Jennifer Leggett Whitehurst,REP,18473
1,WARREN COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Jennifer Jordan,DEM,7541
1111,NC HOUSE OF REPRESENTATIVES DISTRICT 036,Jennifer Ferrell,DEM,23875
6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jennifer Carmack Riddick (Write-In),,72
8,WASHINGTON COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Jennifer (Carmack) Riddick,DEM,849
1339,NC DISTRICT COURT JUDGE DISTRICT 26 (CULLER),Jena Culler,,259368
5,BURKE COUNTY  BOARD OF COMMISSIONERS,Jeffrey V. Morse,DEM,11694
3,AVERY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jeffrey Pollard (Write-In),,236
7,ALEXANDER COUNTY BOARD OF COMMISSIONERS,Jeffrey P. Peal,REP,9506
1397,NC HOUSE OF REPRESENTATIVES DISTRICT 025,Jeffrey L. (Jeff) Collins,REP,27969
1212,NC SUPERIOR COURT JUDGE DISTRICT 22B,Jeffrey J. Berg,,36004
1234,NC DISTRICT COURT JUDGE DISTRICT 05 (NOECKER),Jeffrey Evan Noecker,,83928
1169,NC HOUSE OF REPRESENTATIVES DISTRICT 094,Jeffrey Elmore,REP,24467
7,IREDELL COUNTY BOARD OF COMMISSIONERS,Jeffrey C. McNeely,REP,47720
860001,TOWN OF ELKIN COMMISSIONER,Jeffrey C. Eidson,,709
2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Jeffrey B. King,,15327
1267,NC DISTRICT COURT JUDGE DISTRICT 10 (GRIFFIN),Jefferson G. Griffin,,293797
4,YANCEY COUNTY BOARD OF COMMISSIONERS,Jeff Whitson,REP,5278
1,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT I,Jeff Tatham,REP,8075
1066,NC STATE SENATE DISTRICT 41,Jeff Tarte,REP,55519
2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Jeff Phillips,,27927
4,GUILFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Jeff Phillips,REP,21999
7,WINSTON SALEM CITY COUNCIL - NORTHWEST WARD,Jeff MacIntosh,DEM,9409
5,LINCOLN COUNTY BOARD OF EDUCATION DISTRICT 3,Jeff M. Pariano,,13750
1,GUILFORD COUNTY REGISTER OF DEEDS,Jeff L. Thigpen,DEM,188635
16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jeff Kerns (Write-In),,5
5,GASTON COUNTY BOARD OF EDUCATION AT-LARGE,Jeff K. Ramsey,,44542
9,ANSON COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jeff Joyner (Write-In),,5
3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jeff Joyner,,13747
5,JOHNSTON COUNTY BOARD OF EDUCATION,Jeff Jennings,,18908
1062,NC STATE SENATE DISTRICT 37,Jeff Jackson,DEM,57804
2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jeff Foster (Write-In),,12
1200,NC SUPERIOR COURT JUDGE DISTRICT 3A,Jeff Foster,,50321
7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jeff Foster,,67792
1,PASQUOTANK COUNTY BOARD OF COMMISSIONERS AT-LARGE,Jeff Dixon,DEM,10216
1,JOHNSTON COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Jeff Carver,REP,61344
1379,NC SUPERIOR COURT JUDGE DISTRICT 20B,Jeff Carpenter,,49025
6,SCOTLAND COUNTY BOARD OF EDUCATION STEWARTSVILLE,Jeff Byrd,,5313
5,BURKE COUNTY  BOARD OF COMMISSIONERS,Jeff Brittain,REP,22757
4,CALDWELL COUNTY BOARD OF COMMISSIONERS,Jeff Branch,REP,26445
9,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 2,Jeff Belton,DEM,13161
2,NEW HANOVER COUNTY BOARD OF EDUCATION,Jeannette S. Nichols,REP,48643
1352,NC DISTRICT COURT JUDGE DISTRICT 27B (REEVES),Jeannette Racquel Reeves,,53503
1329,NC DISTRICT COURT JUDGE DISTRICT 23 (HOUSTON),Jeanie Reavis Houston,,51067
1099,NC HOUSE OF REPRESENTATIVES DISTRICT 024,Jean Farmer-Butterfield,DEM,26895
5,CHATHAM COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Jay Stobbs,REP,17901
1041,NC STATE SENATE DISTRICT 16,Jay Chaudhuri,DEM,68842
1287,NC DISTRICT COURT JUDGE DISTRICT 15B (BRYAN),Jay Bryan,,83725
1171,NC HOUSE OF REPRESENTATIVES DISTRICT 096,Jay Adams,REP,26595
4,GREENE COUNTY BOARD OF EDUCATION,"Jasper Barfield, Jr.",DEM,4357
1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jason Workman (Write-In),,5
9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jason Stevens (Write-In),,21
2,TRANSYLVANIA COUNTY BOARD OF COMMISSIONERS,Jason Robert Chappell,REP,11623
2,CLAY COUNTY BOARD OF EDUCATION,Jason Rhinehardt,DEM,2332
1172,NC HOUSE OF REPRESENTATIVES DISTRICT 097,Jason R. Saine,REP,31390
6,MAGGIE VALLEY SANITARY DISTRICT,Jason Moody,,2212
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jason Crawford (Write-In),,14
1281,NC DISTRICT COURT JUDGE DISTRICT 13 (WARREN),Jason C. Disbrow,,70222
4,BUNCOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Jasmine Beach-Ferrara,DEM,37926
3,ANSON COUNTY BOARD OF COMMISSIONERS DISTRICT 6,Jarvis T. Woodburn,DEM,837
10,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jared Waters (Write-In),,8
1,HENDERSON COUNTY BOARD OF EDUCATION,Jared Bellmund,,7941
